X, Y, Pressure, TiltX, TiltY, Time
539.6475,504.133333333333,0.578369140625,12175,12466,00:02.9732680
542.64,511.606666666667,0.58349609375,12175,12466,00:02.9888647
545.205,517.813333333333,0.58349609375,12175,12466,00:02.9888647
546.06,519.333333333333,0.58349609375,12175,12466,00:03.0044809
549.0525,525.54,0.58740234375,12175,12466,00:03.0202802
552.33,531.24,0.58740234375,12182,12236,00:03.0360945
555.75,537.32,0.58740234375,12096,12096,00:03.0360945
556.605,538.966666666667,0.58740234375,12049,12049,00:03.0516731
559.3125,543.78,0.58740234375,12049,12049,00:03.0516731
560.1675,545.3,0.58740234375,12049,12049,00:03.0733684
563.16,549.226666666667,0.58740234375,12049,12049,00:03.0889487
564.3,550.493333333333,0.581787109375,12049,12049,00:03.1045642
Time Elapsed till drawing started: 00:01.6334144
Time Elapsed till drawing submit: 00:04.1793066
